151635 ,СМЕТАНА ,нет ,кафе , "город  Москва ,  улица  Егора  Абакумова ,  дом  9 " ,48
216199 ,МСК  кальянная ,нет ,кафе , "город  Москва ,  Солнцевский  проспект ,  дом  21 " ,40
216675 ,Shaurmaclub  кафе  быстрого  питания ,нет ,кафе , "город  Москва ,  Солнцевский  проспект ,  дом  21 " ,0
213382 ,Солнцевский  замок ,нет ,кафе , "город  Москва ,  Лукинская  улица ,  дом  17 " ,40
206635 ,Кондитерская  лавка  «Александра» ,нет ,кафетерий , "город  Москва ,  город  Зеленоград ,  корпус  1628 " ,6
204881 ,Базар-Вокзал ,нет ,кафе , "город  Москва ,  Краснопрудная  улица ,  дом  3/5 ,  строение  1 " ,30
205916 ,Кафе ,нет ,кафе , "город  Москва ,  Сигнальный  проезд ,  дом  9А ,  строение  1 " ,24
212311 ,Чехов ,нет ,кафе , "город  Москва ,  улица  Малая  Дмитровка ,  дом  11 " ,70
217664 ,Фо  Ролл ,нет ,кафе , "город  Москва ,  Дербеневская  улица ,  дом  1 ,  строение  2 " ,62
213212 ,Мелочи  Жизни ,нет ,кафе , "город  Москва ,  1-й  Волоколамский  проезд ,  дом  10 ,  строение  16 " ,65
208701 ,Fresh  for  you ,нет ,кафе , "город  Москва ,  Нижняя  Красносельская  улица ,  дом  35 ,  строение  59 " ,15
208702 ,EateriaKitchen  (Паста) ,нет ,кафе , "город  Москва ,  Нижняя  Красносельская  улица ,  дом  35 ,  строение  59 " ,10
208703 ,Buffalos ,нет ,кафе , "город  Москва ,  Нижняя  Красносельская  улица ,  дом  35 ,  строение  59 " ,15
208757 ,Дагестанская  лавка ,нет ,кафе , "город  Москва ,  Нижняя  Красносельская  улица ,  дом  35 ,  строение  59 " ,15
208761 ,Tapas  Avocado  Bar ,нет ,кафе , "город  Москва ,  Нижняя  Красносельская  улица ,  дом  35 ,  строение  59 " ,20
208762 ,Mitrofood ,нет ,кафе , "город  Москва ,  Нижняя  Красносельская  улица ,  дом  35 ,  строение  59 " ,10
208764 , "Genso  Sushi ,  Явтай " ,нет ,кафе , "город  Москва ,  Нижняя  Красносельская  улица ,  дом  35 ,  строение  59 " ,15
208769 ,ХаоВейДао ,нет ,кафе , "город  Москва ,  Нижняя  Красносельская  улица ,  дом  35 ,  строение  59 " ,15
208771 ,Кочевник ,нет ,кафе , "город  Москва ,  Нижняя  Красносельская  улица ,  дом  35 ,  строение  59 " ,15
208774 ,Meat  Meet ,нет ,кафе , "город  Москва ,  Нижняя  Красносельская  улица ,  дом  35 ,  строение  59 " ,20
208777 ,Ngon ,нет ,кафе , "город  Москва ,  Нижняя  Красносельская  улица ,  дом  35 ,  строение  59 " ,20
208778 ,Massala  House ,нет ,кафе , "город  Москва ,  Нижняя  Красносельская  улица ,  дом  35 ,  строение  59 " ,20
208780 ,Pro  Пельмени ,нет ,кафе , "город  Москва ,  Нижняя  Красносельская  улица ,  дом  35 ,  строение  59 " ,20
208784 ,Kebab  house ,нет ,кафе , "город  Москва ,  Нижняя  Красносельская  улица ,  дом  35 ,  строение  59 " ,30
208790 ,Plov.com ,нет ,кафе , "город  Москва ,  Нижняя  Красносельская  улица ,  дом  35 ,  строение  59 " ,20
208793 ,Арарат ,нет ,кафе , "город  Москва ,  Нижняя  Красносельская  улица ,  дом  35 ,  строение  59 " ,15
208796 ,Гемриеле ,нет ,кафе , "город  Москва ,  Нижняя  Красносельская  улица ,  дом  35 ,  строение  59 " ,20
208799 ,Чеченская  кухня ,нет ,кафе , "город  Москва ,  Нижняя  Красносельская  улица ,  дом  35 ,  строение  59 " ,20
217275 ,ВьетВок ,нет ,кафе , "город  Москва ,  улица  Сущёвский  Вал ,  дом  31 ,  строение  1 " ,30
213617 ,Миксер ,нет ,кафе , "город  Москва ,  Новодмитровская  улица ,  дом  5А ,  строение  2 " ,20
213651 ,Yammy ,нет ,кафе , "город  Москва ,  Новодмитровская  улица ,  дом  5А ,  строение  2 " ,30
213818 ,Юрта ,нет ,кафе , "город  Москва ,  Новодмитровская  улица ,  дом  5А ,  строение  2 " ,35
213826 ,Пекарня  Восточная  кухня ,нет ,кафе , "город  Москва ,  Новодмитровская  улица ,  дом  5А ,  строение  2 " ,15
213832 ,Вьет  Кинг ,нет ,кафе , "город  Москва ,  Новодмитровская  улица ,  дом  5А ,  строение  2 " ,35
205853 ,Бургерная ,нет ,кафе , "город  Москва ,  Полковая  улица ,  дом  3 ,  строение  5 " ,3
205854 ,Хорошие  люди ,нет ,кафе , "город  Москва ,  Полковая  улица ,  дом  3 ,  строение  5 " ,30
205859 ,ЭЛЬ  КАФЕ ,нет ,кафе , "город  Москва ,  Полковая  улица ,  дом  3 ,  строение  5 " ,30
205831 ,Сильвер  Панда ,нет ,кафе , "город  Москва ,  Полковая  улица ,  дом  3 ,  строение  5 " ,30
205836 ,Кафе-столовая  Карэль ,нет ,кафе , "город  Москва ,  Полковая  улица ,  дом  3 ,  строение  5 " ,120
205773 ,Профтесто ,нет ,кафе , "город  Москва ,  улица  Сущёвский  Вал ,  дом  43 " ,45
206232 ,Бистро  ГРИЛЬ ,нет ,кафетерий , "город  Москва ,  улица  Хачатуряна ,  дом  20А " ,0
207288 ,Кафе ,нет ,кафе , "город  Москва ,  Сигнальный  проезд ,  домовладение  7Б ,  строение  3 " ,48
205046 ,Пиццерия ,нет ,кафе , "город  Москва ,  улица  Лескова ,  дом  19А ,  строение  2 " ,30
205047 ,Кафе ,нет ,кафе , "город  Москва ,  улица  Лескова ,  дом  19А ,  строение  2 " ,40
217814 ,Coffee  smile ,нет ,кафетерий , "город  Москва ,  Сигнальный  проезд ,  владение  6А " ,4
221943 ,Пиликан ,нет ,кафе , "город  Москва ,  проезд  Шокальского ,  дом  50 " ,48
206181 ,Дом  татарской  кухни ,нет ,кафе , "город  Москва ,  улица  Касаткина ,  дом  13 ,  строение  9 " ,20
220566 ,КАФЕ ,нет ,кафе , "город  Москва ,  Сельскохозяйственная  улица ,  дом  16А ,  строение  4 " ,48
223013 ,КАФЕ  ПРИ  БАТУТНОМ  ЦЕНТРЕ  «НЕБО» ,нет ,кафе , "город  Москва ,  Енисейская  улица ,  домовладение  36 ,  строение  1 " ,112
218737 ,Кантата ,нет ,кафетерий , "город  Москва ,  Шереметьевская  улица ,  дом  6 ,  корпус  1 " ,2
206497 ,PRO  Суши  Пицца ,нет ,кафе , "город  Москва ,  Алтуфьевское  шоссе ,  дом  8 " ,10
205370 ,Crop ,нет ,кафе , "город  Москва ,  Складочная  улица ,  дом  1 ,  строение  1 " ,10
221968 ,Кафе  «Виктория» ,нет ,кафе , "город  Москва ,  Амурская  улица ,  дом  1 ,  строение  11 " ,45
212614 ,КАФЕ ,нет ,кафе , "город  Москва ,  Лосиноостровская  улица ,  дом  30А ,  строение  2 " ,30
210554 ,Море  рыбы ,нет ,кафе , "город  Москва ,  улица  Стромынка ,  дом  25 ,  строение  1 " ,0
210564 ,PQ  Coffee  and  Friends ,нет ,кафетерий , "город  Москва ,  улица  Стромынка ,  дом  25 ,  строение  1 " ,8
205705 ,Рис  варись ,нет ,кафе , "город  Москва ,  улица  Стромынка ,  дом  25 ,  строение  1 " ,10
205404 ,Red  Buffet ,нет ,кафе , "город  Москва ,  Колодезный  переулок ,  дом  3 ,  строение  17 " ,25
23172 ,Севгелим ,нет ,кафе , "город  Москва ,  Краснобогатырская  улица ,  дом  2 ,  строение  84 " ,98
218989 ,Кафе  1639 ,нет ,кафе , "город  Москва ,  16-я  Парковая  улица ,  дом  39 ,  строение  1 " ,45
207880 ,Пунк  питания ,нет ,кафе , "город  Москва ,  Большая  Черкизовская  улица ,  дом  125 " ,2
207883 ,Пунк  питания ,нет ,кафе , "город  Москва ,  Большая  Черкизовская  улица ,  дом  125 " ,0
207912 ,Пунк  питания ,нет ,кафе , "город  Москва ,  Большая  Черкизовская  улица ,  дом  125 " ,2
222337 ,Гастробар  MIST ,нет ,кафе , "город  Москва ,  1-я  улица  Бухвостова ,  дом  12/11 ,  корпус  21 " ,40
215860 ,Бон  Густо ,нет ,кафе , "город  Москва ,  Сокольническая  площадь ,  дом  4А " ,30
216651 ,Пекарня ,нет ,кафетерий , "город  Москва ,  Сокольническая  площадь ,  дом  9А " ,0
207751 ,Sokol  coffe ,нет ,кафе , "город  Москва ,  Электродная  улица ,  дом  2 ,  строение  32 " ,6
222360 ,Кафе-столовая  «Уголок» ,нет ,кафе , "город  Москва ,  Саянская  улица ,  дом  22А " ,31
207991 ,МосКальян ,нет ,кафе , "город  Москва ,  Свободный  проспект ,  дом  20А " ,40
222387 ,Еврокафе ,нет ,кафе , "город  Москва ,  Измайловский  проспект ,  дом  61 ,  строение  2 " ,15
208724 ,Нанг ,нет ,кафе , "город  Москва ,  Перовская  улица ,  дом  61А " ,40
206957 ,Огонек ,нет ,кафе , "город  Москва ,  Донецкая  улица ,  дом  20А " ,20
207893 ,Amande  Cafe ,нет ,кафе , "город  Москва ,  Марксистская  улица ,  дом  3 ,  строение  1 " ,20
213785 ,Кафе  МАНАС ,нет ,кафе , "город  Москва ,  Щёлковское  шоссе ,  дом  26Б " ,46
208836 ,Чайхона ,нет ,кафе , "город  Москва ,  Южнопортовая  улица ,  дом  5 ,  строение  16 " ,42
206336 ,Кафе ,нет ,кафе , "город  Москва ,  улица  Трофимова ,  владение  36 " ,40
205503 ,Кафе  Южный  порт ,нет ,кафе , "город  Москва ,  улица  Трофимова ,  владение  36 " ,0
205506 ,Кафе ,нет ,кафе , "город  Москва ,  улица  Трофимова ,  владение  36 " ,40
205507 ,Кафе ,нет ,кафе , "город  Москва ,  улица  Трофимова ,  владение  36 " ,15
217441 ,Кафе  Релакс  Эко-Ланч ,нет ,кафе , "город  Москва ,  Угрешская  улица ,  дом  2 ,  строение  1 " ,98
208805 ,Кафе ,нет ,кафе , "город  Москва ,  3-й  Угрешский  проезд ,  дом  8 ,  строение  2 " ,15
207496 ,Дебют ,нет ,кафе , "город  Москва ,  Иловайская  улица ,  дом  3 ,  строение  5 " ,20
207868 ,Кафе ,нет ,кафе , "город  Москва ,  Рязанский  проспект ,  дом  2 ,  строение  1 " ,8
208802 ,Кафе ,нет ,кафе , "город  Москва ,  Угрешская  улица ,  дом  31 ,  корпус  2 " ,32
207708 ,Голубка ,нет ,кафе , "город  Москва ,  2-я  Карачаровская  улица ,  дом  1 ,  строение  1 " ,8
220165 ,ЦНИИТМАШ ,нет ,кафе , "город  Москва ,  Шарикоподшипниковская  улица ,  дом  4 ,  корпус  1 " ,70
211022 ,Чайхана  «Манас» ,нет ,кафе , "город  Москва ,  Люблинская  улица ,  дом  66 ,  корпус  1 " ,25
222694 ,Дагестанская  лавка ,нет ,кафе , "город  Москва ,  Мячковский  бульвар ,  дом  3А " ,0
222700 ,PLOV  BOX ,нет ,кафе , "город  Москва ,  Мячковский  бульвар ,  дом  3А " ,0
222707 ,Во ,нет ,кафе , "город  Москва ,  Мячковский  бульвар ,  дом  3А " ,0
222720 ,Первая  креветочная ,нет ,кафе , "город  Москва ,  Мячковский  бульвар ,  дом  3А " ,0
223037 , "Мама ,  я  в  лапшу " ,нет ,кафе , "город  Москва ,  Мячковский  бульвар ,  дом  3А " ,0
222725 ,Olster's  Pub ,нет ,кафе , "город  Москва ,  Мячковский  бульвар ,  дом  3А " ,0
85340 ,JUNGLE  JOY ,нет ,кафе , "город  Москва ,  улица  Перерва ,  дом  41 " ,99
205213 ,Корнели  Пицца ,нет ,кафе , "город  Москва ,  Жулебинский  бульвар ,  дом  26 " ,10
206685 ,ВьетNam ,нет ,кафе , "город  Москва ,  Привольная  улица ,  дом  70 ,  корпус  1 " ,20
208869 ,Карат ,нет ,кафе , "город  Москва ,  улица  Маршала  Чуйкова ,  дом  3 ,  строение  1 " ,46
206788 ,Кашкар ,нет ,кафе , "город  Москва ,  улица  Хлобыстова ,  дом  13 " ,44
208002 ,Чвйхана  Караван ,нет ,кафе , "город  Москва ,  Люблинская  улица ,  дом  40 " ,45
213894 ,Сахар.  Кафе-ресторан ,нет ,кафе , "город  Москва ,  Привольная  улица ,  дом  70 " ,30
207294 ,Чайхана ,нет ,кафе , "город  Москва ,  Ферганская  улица ,  дом  2 ,  строение  2 " ,32
207297 ,Кальянная  Jellyfish ,нет ,кафе , "город  Москва ,  Ферганская  улица ,  дом  2 ,  строение  2 " ,40
207492 ,Наш  Самарканд ,нет ,кафе , "город  Москва ,  Белореченская  улица ,  дом  40 " ,20
207418 ,До  До  Пицца ,нет ,кафе , "город  Москва ,  Рязанский  проспект ,  дом  12 " ,15
223201 ,Mr.Тутти ,нет ,кафе , "город  Москва ,  шоссе  Энтузиастов ,  дом  12 ,  корпус  2 " ,0
207423 ,Фергана ,нет ,кафе , "город  Москва ,  Ферганская  улица ,  дом  6 ,  корпус  2 " ,24
207426 ,Arahis  Pub ,нет ,кафе , "город  Москва ,  Ферганская  улица ,  дом  6 ,  корпус  2 " ,56
206283 ,Мясо  на  гриле ,нет ,кафе , "город  Москва ,  Волгоградский  проспект ,  дом  133 " ,0
206266 ,Чайхана ,нет ,кафе , "город  Москва ,  Волгоградский  проспект ,  дом  133 " ,55
221004 ,ЛЕМОНЧЕЛЛО ,нет ,кафе , "город  Москва ,  улица  Кржижановского ,  владение  22 ,  строение  1 " ,48
222513 ,Бургер  Рус ,нет ,кафе , "город  Москва ,  Большая  Черёмушкинская  улица ,  дом  1 " ,20
222520 ,Кафе ,нет ,кафе , "город  Москва ,  Большая  Черёмушкинская  улица ,  дом  1 " ,20
222020 ,Кафе ,нет ,кафе , "город  Москва ,  Севастопольский  проспект ,  дом  11Е " ,20
206389 ,Кафе  «Кондитерская» ,нет ,кафе , "город  Москва ,  улица  Тёплый  Стан ,  владение  27 ,  строение  1 " ,15
221130 ,Кафе ,нет ,кафе , "город  Москва ,  Нахимовский  проспект ,  дом  24 ,  строение  1 " ,15
221133 ,Кафе ,нет ,кафе , "город  Москва ,  Нахимовский  проспект ,  дом  24 ,  строение  1 " ,15
223130 ,Чайхона ,нет ,кафе , "город  Москва ,  Литовский  бульвар ,  дом  22 ,  строение  3 " ,40
223281 ,Ресторан  ИП  Кантария ,нет ,кафе , "город  Москва ,  улица  Миклухо-Маклая ,  дом  36А " ,5
216971 ,Вьетнамская  кухня ,нет ,кафе , "город  Москва ,  Новоясеневский  проспект ,  дом  7 " ,20
204969 ,Мамина  еда ,нет ,кафе , "город  Москва ,  улица  Шаболовка ,  дом  2 ,  строение  1 " ,4
206878 ,Кофейня  Правда  кофе ,нет ,кафетерий , "город  Москва ,  Дубининская  улица ,  дом  41 ,  строение  2 " ,4
207750 ,Leto  Lounge ,нет ,кафе , "город  Москва ,  Фрунзенская  набережная ,  дом  30 ,  строение  5 " ,35
210866 ,Cinnabon ,нет ,кафе , "город  Москва ,  Манежная  площадь ,  дом  1 ,  строение  2 " ,16
210873 ,Eat  Georgian ,нет ,кафе , "город  Москва ,  Манежная  площадь ,  дом  1 ,  строение  2 " ,42
210877 ,IPho  cafe ,нет ,кафе , "город  Москва ,  Манежная  площадь ,  дом  1 ,  строение  2 " ,50
210947 ,Чайхана  Лаззат ,нет ,кафе , "город  Москва ,  Манежная  площадь ,  дом  1 ,  строение  2 " ,60
210900 ,Галата ,нет ,кафе , "город  Москва ,  Манежная  площадь ,  дом  1 ,  строение  2 " ,45
210934 ,Точка  Дзы ,нет ,кафетерий , "город  Москва ,  Манежная  площадь ,  дом  1 ,  строение  2 " ,0
210942 ,Франклинс  бургер ,нет ,кафе , "город  Москва ,  Манежная  площадь ,  дом  1 ,  строение  2 " ,20
218701 ,Кафе ,нет ,кафе , "город  Москва ,  площадь  Джавахарлала  Неру ,  дом  1 " ,0
218707 ,Кафе  японское ,нет ,кафе , "город  Москва ,  площадь  Джавахарлала  Неру ,  дом  1 " ,32
221156 ,Ресторация  Боско ,нет ,кафе , "город  Москва ,  улица  Косыгина ,  дом  28 ,  строение  21 " ,12
215633 ,ГРИЛЬ  ХАУС ,нет ,кафе , "город  Москва ,  улица  Мичуринский  Проспект ,  Олимпийская  Деревня ,  дом  3 ,  корпус  1 " ,50
215637 ,COFFEE  WAY ,нет ,кафе , "город  Москва ,  улица  Мичуринский  Проспект ,  Олимпийская  Деревня ,  дом  3 ,  корпус  1 " ,30
215589 ,Waffle  Fish ,нет ,кафе , "город  Москва ,  улица  Мичуринский  Проспект ,  Олимпийская  Деревня ,  дом  3 ,  корпус  1 " ,2
215602 ,Кафе ,нет ,кафе , "город  Москва ,  проспект  Вернадского ,  дом  86Б " ,30
221850 ,Mr.  Kiko ,нет ,кафе , "город  Москва ,  проспект  Вернадского ,  дом  6 " ,0
221852 ,Grano ,нет ,кафе , "город  Москва ,  проспект  Вернадского ,  дом  6 " ,40
222411 ,Кафе  (РЕМОНТ) ,нет ,кафе , "город  Москва ,  улица  Покрышкина ,  дом  2 ,  корпус  1 " ,100
216362 ,Xin  Chao  Вьетнамская  еда ,нет ,кафе , "город  Москва ,  улица  Покрышкина ,  дом  4 " ,24
216415 ,Коктейли  и  пирожные ,нет ,кафе , "город  Москва ,  улица  Покрышкина ,  дом  4 " ,40
212050 ,Кафе ,нет ,кафе , "город  Москва ,  улица  Барклая ,  дом  6 ,  строение  5 " ,15
212042 ,Кафе  «ЭКЛЕРКО» ,нет ,кафе , "город  Москва ,  улица  Барклая ,  дом  6 ,  строение  5 " ,23
212056 ,Кафе ,нет ,кафе , "город  Москва ,  улица  Барклая ,  дом  6 ,  строение  5 " ,41
212061 ,Кафе  «Дайнинг  Холл» ,нет ,кафе , "город  Москва ,  улица  Барклая ,  дом  6 ,  строение  5 " ,19
212065 ,Кафе  «ГРУША» ,нет ,кафе , "город  Москва ,  улица  Барклая ,  дом  6 ,  строение  5 " ,36
25996 ,ХАРД  РОК  КАФЕ ,нет ,кафе , "город  Москва ,  улица  Арбат ,  дом  44 ,  строение  1 " ,60
206816 ,Газпромнефть  кафе ,нет ,кафе , "город  Москва ,  Минская  улица ,  дом  1Н ,  строение  2 " ,6
215899 ,Mealty ,нет ,кафе , "город  Москва ,  Кутузовский  проспект ,  дом  88 " ,20
206918 ,Urban  Cafe ,нет ,кафе , "город  Москва ,  Смоленская  площадь ,  дом  3 " ,10
206953 ,Кафе  Гурмэ ,нет ,кафе , "город  Москва ,  Смоленская  площадь ,  дом  3 " ,15
217653 ,Тандыр ,нет ,кафе , "город  Москва ,  Ярцевская  улица ,  дом  25А " ,15
217657 ,Оманд ,нет ,кафе , "город  Москва ,  Ярцевская  улица ,  дом  25А " ,25
222936 ,ЭТНОМИР ,нет ,кафе , "город  Москва ,  Ярцевская  улица ,  дом  25А " ,14
215648 ,Кафе  здорового  питания ,нет ,кафе , "город  Москва ,  улица  Ивана  Франко ,  дом  8 " ,20
219714 ,Хочу  шашлык ,нет ,кафе , "город  Москва ,  Митинская  улица ,  дом  55 ,  корпус  1 " ,0
223041 ,Styling  Bull  cafe ,нет ,кафе , "город  Москва ,  улица  Василия  Петушкова ,  дом  3 ,  строение  3 " ,40
213528 ,OnePrice ,нет ,кафетерий , "город  Москва ,  Дубравная  улица ,  дом  34/29 " ,0
220402 ,Шаурма ,нет ,кафе , "город  Москва ,  Пятницкое  шоссе ,  дом  18 " ,25
223033 ,Кафе ,нет ,кафе , "город  Москва ,  Походный  проезд ,  домовладение  14 " ,2
220275 ,Galateria  plombir ,нет ,кафе , "город  Москва ,  Сходненская  улица ,  дом  56 " ,20
219782 ,NGON ,нет ,кафе , "город  Москва ,  Сходненская  улица ,  дом  56 " ,0
221583 ,ВКинобар ,нет ,кафе , "город  Москва ,  Сходненская  улица ,  дом  56 " ,40
209246 ,Bloom-n-brew ,нет ,кафе , "город  Москва ,  Вятская  улица ,  дом  27 ,  строение  2 " ,50
209655 ,Tapas  avokado  bar ,нет ,кафе , "город  Москва ,  Вятская  улица ,  дом  27 ,  строение  7 " ,4
209657 ,Сегодня  суши ,нет ,кафе , "город  Москва ,  Вятская  улица ,  дом  27 ,  строение  7 " ,4
209645 ,Plov  profi ,нет ,кафе , "город  Москва ,  Вятская  улица ,  дом  27 ,  строение  7 " ,4
209620 ,Salades ,нет ,кафе , "город  Москва ,  Вятская  улица ,  дом  27 ,  строение  7 " ,4
209628 ,Мрамор ,нет ,кафе , "город  Москва ,  Вятская  улица ,  дом  27 ,  строение  7 " ,4
209635 ,Калинка  Малинка ,нет ,кафе , "город  Москва ,  Вятская  улица ,  дом  27 ,  строение  7 " ,4
209641 ,Кунаки ,нет ,кафе , "город  Москва ,  Вятская  улица ,  дом  27 ,  строение  7 " ,4
219646 ,COLLIDER ,нет ,кафе , "город  Москва ,  Вятская  улица ,  дом  27 ,  строение  7 " ,120
211165 ,Villa ,нет ,кафе , "город  Москва ,  Вятская  улица ,  дом  27 ,  строение  7 " ,4
207710 ,Капито  кафе ,нет ,кафе , "город  Москва ,  3-я  улица  Ямского  Поля ,  дом  2 ,  корпус  12 " ,80
218864 ,Go  Кофе ,нет ,кафетерий , "город  Москва ,  Старопетровский  проезд ,  дом  1 ,  строение  2 " ,4
211670 ,Кафе  на  мойке ,нет ,кафе , "город  Москва ,  Бумажный  проезд ,  дом  19 ,  строение  5 " ,30
205027 ,One  Price  Coffe ,нет ,кафетерий , "город  Москва ,  площадь  Ганецкого ,  дом  1Б " ,4
206279 ,Органик  клуб ,нет ,кафе , "город  Москва ,  проезд  Аэропорта ,  дом  8 " ,20
213498 ,One  Level ,нет ,кафе , "город  Москва ,  проезд  Аэропорта ,  дом  8 " ,35
207287 ,Кафетерий ,нет ,кафетерий , "город  Москва ,  Ангарская  улица ,  дом  24А " ,8
209016 ,Кафе  Огни  города ,нет ,кафе , "город  Москва ,  Клязьминская  улица ,  дом  9 ,  строение  3 " ,45
211368 ,Пацио  Пицца ,нет ,кафе , "город  Москва ,  улица  Линии  Октябрьской  Железной  Дороги ,  дом  2 ,  строение  2 " ,20
218089 ,Пекарня ,нет ,кафе , "город  Москва ,  Ленинградское  шоссе ,  дом  25 " ,20
218990 ,Buffalo ,нет ,кафе , "город  Москва ,  Ленинградское  шоссе ,  дом  16А ,  строение  4 " ,30
218995 ,Cinnabon ,нет ,кафе , "город  Москва ,  Ленинградское  шоссе ,  дом  16А ,  строение  4 " ,30
219010 ,Farinari ,нет ,кафе , "город  Москва ,  Ленинградское  шоссе ,  дом  16А ,  строение  4 " ,10
219014 ,Fruit  Lab ,нет ,кафетерий , "город  Москва ,  Ленинградское  шоссе ,  дом  16А ,  строение  4 " ,0
219018 ,INDIYSKAYA  TOCHKA ,нет ,кафе , "город  Москва ,  Ленинградское  шоссе ,  дом  16А ,  строение  4 " ,12
219020 ,Mr.Tutti  -  2 ,нет ,кафе , "город  Москва ,  Ленинградское  шоссе ,  дом  16А ,  строение  4 " ,0
219022 ,One  Price  Coffee ,нет ,кафе , "город  Москва ,  Ленинградское  шоссе ,  дом  16А ,  строение  4 " ,10
218186 ,Кафе  Лица ,нет ,кафе , "город  Москва ,  Ленинградский  проспект ,  дом  31А ,  строение  1 " ,12
218163 ,Сушиед ,нет ,кафе , "город  Москва ,  Локомотивный  проезд ,  дом  4 " ,15
211394 ,Кушай  Город ,нет ,кафе , "город  Москва ,  Дмитровское  шоссе ,  дом  157 " ,40
216767 ,КАФЕ ,нет ,кафе , "город  Москва ,  80-й  километр  Московской  Кольцевой  Автодороги ,  дом  4 ,  строение  1 " ,20
209513 ,Зарафшон ,нет ,кафе , "город  Москва ,  Кронштадтский  бульвар ,  дом  19 ,  строение  1 " ,40
208205 ,БарКаs ,нет ,кафе , "город  Москва ,  Ленинградское  шоссе ,  дом  39 ,  строение  2 " ,96
206028 , "Шашлык ,  пекарня " ,нет ,кафе , "город  Москва ,  Дмитровское  шоссе ,  дом  13 ,  корпус  2 ,  строение  4 " ,2
222135 ,Здоровое  питание ,нет ,кафе , "город  Москва ,  Краснопресненская  набережная ,  дом  16 ,  строение  1 " ,7
205933 ,Кафе  «Империя  бургеров» ,нет ,кафе , "город  Москва ,  город  Зеленоград ,  корпус  1106Е " ,24
206402 ,Узбекская  кухня ,нет ,кафе , "город  Москва ,  Дмитровское  шоссе ,  дом  62 ,  строение  5 " ,46
220595 ,Пекарня  №  1 ,нет ,кафетерий , "город  Москва ,  город  Зеленоград ,  корпус  1627 " ,6
206669 ,Кафе  «Газпромнефть» ,нет ,кафе , "город  Москва ,  город  Зеленоград ,  проспект  Генерала  Алексеева ,  дом  40 " ,16
215538 ,Кафе  «Пири-Пири» ,нет ,кафе , "город  Москва ,  город  Зеленоград ,  проспект  Генерала  Алексеева ,  дом  6 ,  строение  1 " ,40
220978 ,Бар  суши  TAKAI ,нет ,кафе , "город  Москва ,  город  Зеленоград ,  корпус  1602А " ,28
214739 ,Караоке  клуб  «CAVA» ,нет ,кафе , "город  Москва ,  улица  Маршала  Захарова ,  дом  5 " ,40
211827 ,Кафе  Бистро ,нет ,кафе , "город  Москва ,  Ореховый  бульвар ,  владение  24 ,  корпус  2 ,  строение  3 " ,30
204886 ,Кафе  Евроспар ,нет ,кафе , "город  Москва ,  улица  Шаболовка ,  дом  31Г " ,5
217710 ,Кофе  Пью ,нет ,кафе , "город  Москва ,  Гамсоновский  переулок ,  дом  2 ,  строение  2 " ,38
220648 ,Кафе  при  Картцентре  «Серебряный  дождь» ,нет ,кафе , "город  Москва ,  Варшавское  шоссе ,  дом  170Г " ,20
220725 ,Кафе ,нет ,кафе , "город  Москва ,  Варшавское  шоссе ,  дом  170Г " ,24
220816 ,Кафе  Халяль ,нет ,кафе , "город  Москва ,  Варшавское  шоссе ,  дом  170Г " ,100
220223 ,Кафе  Наше  место  Трактир ,нет ,кафе , "город  Москва ,  улица  Ленинская  Слобода ,  дом  23 ,  строение  16 " ,20
221149 ,Art  Cafe ,нет ,кафе , "город  Москва ,  Автозаводская  улица ,  дом  16 ,  корпус  2 ,  строение  9 " ,8
219862 ,ПЕЛЬМЕНИКИ ,нет ,кафе , "город  Москва ,  проспект  Андропова ,  дом  22 " ,0
219866 ,Little  БЕЙРУТ ,нет ,кафе , "город  Москва ,  проспект  Андропова ,  дом  22 " ,25
219867 ,VsemLavaш ,нет ,кафе , "город  Москва ,  проспект  Андропова ,  дом  22 " ,38
219890 ,МИЛОС  греческая  кухня ,нет ,кафе , "город  Москва ,  проспект  Андропова ,  дом  22 " ,15
219894 ,ВЬЕТНАМСКАЯ  КУХНЯ ,нет ,кафе , "город  Москва ,  проспект  Андропова ,  дом  22 " ,16
219897 ,RollRolls ,нет ,кафе , "город  Москва ,  проспект  Андропова ,  дом  22 " ,10
219900 ,COFFE  WAY ,нет ,кафетерий , "город  Москва ,  проспект  Андропова ,  дом  22 " ,6
219904 ,KINGBERRY ,нет ,кафетерий , "город  Москва ,  проспект  Андропова ,  дом  22 " ,0
219780 ,Дядюшка  Хо ,нет ,кафе , "город  Москва ,  улица  Ленинская  Слобода ,  дом  19 " ,70
218845 ,Кафе  «Кофе  Порт» ,нет ,кафе , "город  Москва ,  улица  Ленинская  Слобода ,  дом  19 " ,26
218848 ,Кафе  «Ванильное  небо» ,нет ,кафе , "город  Москва ,  улица  Ленинская  Слобода ,  дом  19 " ,48
219792 ,Кафе  Канапе ,нет ,кафе , "город  Москва ,  улица  Ленинская  Слобода ,  дом  19 " ,4
219793 ,Кафе ,нет ,кафе , "город  Москва ,  улица  Ленинская  Слобода ,  дом  19 " ,4
219797 ,Вьетнамская  кухня  PHO  VIET ,нет ,кафе , "город  Москва ,  улица  Ленинская  Слобода ,  дом  19 " ,21
206754 ,Кафе  «Эльбрус» ,нет ,кафе , "город  Москва ,  Харьковская  улица ,  дом  4 ,  корпус  3 " ,75
220252 ,Кафе  «БонАрхитект» ,нет ,кафе , "город  Москва ,  Партийный  переулок ,  дом  1 ,  корпус  3 " ,40
